Town,Year,Town Code,Number of Returns,Percent Affordable,Affordability Score,IIE Score,County
North Stonington,2019,102,2429,1.52,3.595104538500765,76.62717916835467,New London
Norwalk,2019,103,43113,13.15,33.248342682304944,76.45775899855181,Fairfield
Norwich,2019,104,18755,19.14,48.521162672106065,31.256729683997406,New London
Old Lyme,2019,105,3797,1.63,3.8755736868944415,90.67433137122048,New London
Old Saybrook,2019,106,5310,2.77,6.782253952065273,89.5462094568991,Middlesex
Orange,2019,107,6678,1.37,3.2126466088730243,92.25165326467545,New Haven
Oxford,2019,108,6037,1.52,3.595104538500765,86.93352057551539,New Haven
Plainfield,2019,109,6726,12.49,31.565527791942884,44.12519135789382,Windham
Plainville,2019,110,9215,7.17,18.00101988781234,69.89167945186767,Hartford
Plymouth,2019,111,5952,7.61,19.12289648138705,64.02483518483768,Litchfield
Pomfret,2019,112,1875,2.79,6.833248342682305,78.85848977837638,Windham
Portland,2019,113,4591,8.49,21.36664966853646,83.46507321003153,Middlesex
Preston,2019,114,2251,4.26,10.581336053034166,73.86893213859587,New London
Prospect,2019,115,4626,1.7,4.0540540540540535,81.70915374263632,New Haven
Putnam,2019,116,4287,12.35,31.208567057623657,40.649584693404584,Windham
Redding,2019,117,3934,0.47,0.9178990311065782,96.3402338757261,Fairfield
Ridgefield,2019,118,10321,3.01,7.394186639469657,97.74581330236029,Fairfield
Rocky Hill,2019,119,9983,5.37,13.41152473227945,82.83198778365656,Hartford
Roxbury,2019,120,969,2.06,4.971953085160632,95.92853110240377,Litchfield
Salem,2019,121,1996,1.96,4.716981132075471,83.62715313687875,New London
Salisbury,2019,122,1630,1.62,3.850076491585926,85.47704498266006,Litchfield
Scotland,2019,123,333,3.82,9.45945945945946,72.96456498478386,Windham
Seymour,2019,124,8307,5.81,14.533401325854156,71.14989386848995,New Haven
Sharon,2019,125,998,1.97,4.742478327383988,95.78940951089088,Litchfield
Shelton,2019,126,20448,3.13,7.700152983171851,80.69544033040286,Fairfield
Sherman,2019,127,1619,0.44,0.8414074451810301,84.50243005018368,Fairfield
Simsbury,2019,128,11172,4.74,11.805201427842938,92.85463944552248,Hartford
Somers,2019,129,4376,5.35,13.360530341662416,88.54794314098777,Tolland
Southbury,2019,130,9203,1.47,3.4676185619581847,88.51414958171584,New Haven
Southington,2019,131,21215,5.43,13.564507904130545,82.21477797098862,Hartford
South Windsor,2019,132,12416,7.15,17.95002549719531,84.88842832789909,Hartford
Sprague,2019,133,1508,5.05,12.595614482406935,58.3864979426084,New London
Stafford,2019,134,5430,7.94,19.96430392656808,65.23294462282583,Tolland
Stamford,2019,135,62198,15.48,39.189189189189186,83.9500408891839,Fairfield
Sterling,2019,136,1418,2.38,5.787863335033146,50.87906520936232,Windham
Stonington,2019,137,12953,5.93,14.83936766955635,85.30154141341579,New London
Stratford,2019,138,25999,6.39,16.012238653748085,65.69358829208771,Fairfield
Suffield,2019,139,6588,6.66,16.70066292707802,88.85768580920805,Hartford
Thomaston,2019,140,3823,6.17,15.451300356960735,74.26611802743503,Litchfield
Thompson,2019,141,4344,5.18,12.927078021417644,42.318199800640706,Windham
Tolland,2019,142,6729,3.49,8.61805201427843,87.82606324681716,Tolland
Torrington,2019,143,16936,11.15,28.148903620601732,52.8033795716119,Litchfield
Trumbull,2019,144,16163,4.68,11.65221825599184,88.26386511945337,Fairfield
Union,2019,145,300,1.29,3.0086690464048957,87.7840251194712,Tolland
Vernon,2019,146,15308,16.86,42.707802141764404,66.21900133438736,Tolland
Voluntown,2019,147,1274,4.26,10.581336053034166,69.95078291137182,New London
Wallingford,2019,148,21935,4.33,10.75981642019378,77.70266466910634,New Haven
Warren,2019,149,437,0.12,0.02549719530851602,89.36871827985169,Litchfield
Washington,2019,150,1754,2.07,4.997450280469148,91.91260591794318,Litchfield
Waterbury,2019,151,48773,21.76,55.20142784293728,0.357192661445481,New Haven
Waterford,2019,152,9852,4.81,11.98368179500255,81.52496762499302,New London
Watertown,2019,153,10719,4.97,12.391636919938806,77.38095746347099,Litchfield
Westbrook,2019,154,3382,5.13,12.799592044875064,84.80599906115516,Middlesex
West Hartford,2019,155,29070,7.92,19.913309535951043,90.06106327649415,Hartford
West Haven,2019,156,24976,14.42,36.486486486486484,44.50100981754882,New Haven
Weston,2019,157,3940,0.22,0.2804691483936767,98.78442021548759,Fairfield
Westport,2019,158,11500,3.63,8.975012748597655,100.0,Fairfield
Wethersfield,2019,159,13547,9.45,23.814380418154,79.81892296711794,Hartford
Willington,2019,160,2635,7.55,18.96991330953595,77.26895110100439,Tolland
Wilton,2019,161,7426,3.57,8.822029576746559,97.88974109862257,Fairfield
Winchester,2019,162,5048,10.81,27.28199898011219,60.96715069127372,Litchfield
Windham,2019,163,9899,28.47,72.31004589495156,20.030197152353196,Windham
Windsor,2019,164,15223,7.52,18.893421723610402,69.17423690048543,Hartford
Windsor Locks,2019,165,6651,9.82,24.7577766445691,67.14078440084177,Hartford
Wolcott,2019,166,7907,7.9,19.862315145334012,75.32555273215891,New Haven
Woodbridge,2019,167,3929,1.24,2.881183069862315,95.85232662035578,New Haven
Woodbury,2019,168,4715,2.02,4.869964303926568,88.29163601692295,Litchfield
Woodstock,2019,169,3720,1.59,3.773584905660378,76.81175274179202,Windham
Andover,2020,1,1601,3.87,9.433962264150944,83.40572228650518,Tolland
Ansonia,2020,2,9387,15.46,38.59119496855346,39.45827612959087,New Haven
Ashford,2020,3,2090,3.57,8.679245283018867,66.41651663151555,Windham
Avon,2020,4,8632,4.11,10.037735849056604,95.97531415858134,Hartford
Barkhamsted,2020,5,1891,1.83,4.30188679245283,80.1583372928019,Litchfield
Beacon Falls,2020,6,3040,1.99,4.70440251572327,79.30144131110382,New Haven
Berlin,2020,7,10385,9.24,22.943396226415093,82.07502686434586,Hartford
Bethany,2020,8,2488,0.73,1.5345911949685533,91.7732440970087,New Haven
Bethel,2020,9,9336,6.28,15.49685534591195,73.84748670551517,Fairfield
Bethlehem,2020,10,1671,2.1,4.981132075471698,79.62404180054608,Litchfield
Bloomfield,2020,11,11810,11.14,27.72327044025157,74.45760286505816,Hartford
Bolton,2020,12,2427,1.49,3.4465408805031443,86.3786724878926,Tolland
Bozrah,2020,13,1321,3.12,7.547169811320755,72.59072989055987,New London
Branford,2020,14,14768,3.5,8.50314465408805,86.22576362030026,New Haven
Bridgeport,2020,15,63992,20.66,51.672955974842765,1.4210854715202004e-14,Fairfield
Bridgewater,2020,16,796,2.84,6.842767295597484,97.35109900529747,Litchfield
Bristol,2020,17,30707,14.79,36.90566037735848,57.942266353195066,Hartford
Brookfield,2020,18,8362,5.62,13.836477987421384,84.60624617484582,Fairfield
Brooklyn,2020,19,3709,8.13,20.150943396226417,57.96691762926778,Windham
Burlington,2020,20,4521,2.18,5.182389937106919,89.42550443003414,Hartford
Canaan,2020,21,1744,1.41,3.2452830188679243,65.51508859242225,Litchfield
Canterbury,2020,22,2455,7.1,17.559748427672954,68.92422973387801,Windham
Canton,2020,23,4825,7.17,17.735849056603772,91.64083307455533,Hartford
Chaplin,2020,24,1060,3.85,9.383647798742139,67.38122371415156,Windham
Cheshire,2020,25,12892,3.81,9.283018867924529,89.296056919133,New Haven
Chester,2020,26,1896,2.18,5.182389937106919,88.44212924269043,Middlesex
Clinton,2020,27,6635,2.95,7.119496855345912,81.7017333282188,Middlesex
Colchester,2020,28,7874,8.93,22.163522012578614,79.03411783336009,New London
Colebrook,2020,29,633,1.25,2.842767295597484,72.42082615279107,Litchfield
Columbia,2020,30,2670,3.81,9.283018867924529,80.24073657415197,Tolland
Cornwall,2020,31,728,3.57,8.679245283018867,84.94016633400743,Litchfield
Coventry,2020,32,6058,5.08,12.477987421383647,78.34396181245165,Tolland
Cromwell,2020,33,7307,7.02,17.358490566037734,85.1503894903868,Middlesex
Danbury,2020,34,38415,12.0,29.88679245283019,53.370450394093936,Fairfield
Darien,2020,35,8228,3.56,8.654088050314465,100.0,Fairfield
Deep River,2020,36,2265,3.05,7.371069182389936,84.22649903506034,Middlesex
Derby,2020,37,6357,11.75,29.257861635220124,49.05376314049759,New Haven
Durham,2020,38,3498,2.41,5.761006289308177,89.92176020096906,Middlesex
Eastford,2020,39,694,1.89,4.452830188679245,80.09465551383255,Windham
East Granby,2020,40,2486,5.67,13.962264150943396,84.33393661445169,Hartford
East Haddam,2020,41,3991,3.08,7.446540880503145,81.97843524829568,Middlesex
East Hampton,2020,42,6305,3.5,8.50314465408805,83.35046928516793,Middlesex
East Hartford,2020,43,26162,16.14,40.30188679245283,29.411870506255354,Hartford
East Haven,2020,44,14326,8.07,20.0,77.25530294942706,New Haven
East Lyme,2020,45,8857,6.27,15.471698113207545,83.6914603397669,New London
Easton,2020,46,3176,0.66,1.358490566037736,94.5084634452425,Fairfield
East Windsor,2020,47,5671,14.21,35.44654088050314,67.18375016478589,Hartford
Ellington,2020,48,7962,5.75,14.163522012578616,85.42096878299213,Tolland
Enfield,2020,49,20218,12.72,31.69811320754717,56.86951119468003,Hartford
Essex,2020,50,3387,2.85,6.867924528301887,92.13107993001198,Middlesex
Fairfield,2020,51,25076,2.57,6.163522012578616,93.22160661084568,Fairfield
Farmington,2020,52,12484,7.93,19.647798742138363,90.29525253700753,Hartford
Franklin,2020,53,951,6.36,15.69811320754717,80.8055276844693,New London
Glastonbury,2020,54,16479,5.73,14.113207547169813,92.55789646027067,Hartford
Goshen,2020,55,1360,0.42,0.7547169811320755,88.53161247361044,Litchfield
Granby,2020,56,5280,3.28,7.949685534591195,89.48288911295083,Hartford
Greenwich,2020,57,26204,5.35,13.157232704402514,99.7483903166882,Fairfield
Griswold,2020,58,5837,6.82,16.855345911949687,60.8928277938001,New London
Groton,2020,59,12128,23.48,58.76729559748427,60.452004589612464,New London
Guilford,2020,60,10277,2.4,5.735849056603773,93.16296313749687,New Haven
Haddam,2020,61,3977,1.54,3.5723270440251573,87.3911766168812,Middlesex
Hamden,2020,62,27190,8.97,22.264150943396228,70.38264521698198,New Haven
Hampton,2020,63,1124,1.51,3.49685534591195,74.7863617993714,Windham
Hartford,2020,64,52746,39.87,99.99999999999999,0.9385567880115389,Hartford
Hartland,2020,65,847,1.17,2.641509433962264,77.44491633553832,Hartford
Harwinton,2020,66,2609,2.98,7.194968553459119,82.99402677200833,Litchfield
Hebron,2020,67,4503,3.08,7.446540880503145,84.23016767292027,Tolland
Kent,2020,68,1248,4.02,9.811320754716979,79.8497136797525,Litchfield
Killingly,2020,69,8377,11.26,28.0251572327044,49.638360571477854,Windham
Killingworth,2020,70,2994,0.89,1.9371069182389937,91.76170517869977,Middlesex
Lebanon,2020,71,3453,3.62,8.80503144654088,72.17525146720162,New London
Ledyard,2020,72,7004,4.56,11.169811320754716,72.4930897448047,New London
Lisbon,2020,73,1732,3.53,8.578616352201257,70.83999746923502,New London
Litchfield,2020,74,3898,4.75,11.647798742138365,90.80983842771022,Litchfield
Lyme,2020,75,931,1.06,2.3647798742138364,99.68028356375571,New London
Madison,2020,76,8286,1.69,3.949685534591195,95.13379255721354,New Haven
Manchester,2020,77,30249,14.61,36.452830188679236,60.12156129246947,Hartford
Mansfield,2020,78,5333,6.6,16.30188679245283,79.51256868987271,Tolland
Marlborough,2020,79,2926,2.01,4.754716981132074,88.68652351163955,Hartford
Meriden,2020,80,29713,16.51,41.23270440251572,41.3648577947551,New Haven
Middlebury,2020,81,3691,4.39,10.742138364779873,91.30216178105388,New Haven
Middlefield,2020,82,2180,2.95,7.119496855345912,89.83547172268047,Middlesex
Middletown,2020,83,22343,22.19,55.52201257861635,67.6867158034865,Middlesex
Milford,2020,84,27024,5.2,12.779874213836479,83.72301492220541,New Haven
Monroe,2020,85,8896,1.45,3.3459119496855343,86.55468195250162,Fairfield
Montville,2020,86,8592,5.48,13.484276729559749,59.751811407210184,New London
Morris,2020,87,1058,2.44,5.836477987421383,88.67522015052121,Litchfield
Naugatuck,2020,88,15277,9.0,22.339622641509433,52.32234055810162,New Haven
New Britain,2020,89,34712,18.46,46.13836477987421,12.151008746183791,Hartford
New Canaan,2020,90,7966,2.94,7.094339622641509,99.29449967954625,Fairfield
New Fairfield,2020,91,6256,1.52,3.5220125786163523,79.65724031170058,Fairfield
New Hartford,2020,92,3357,2.94,7.094339622641509,87.68329680756692,Litchfield
New Haven,2020,93,52217,32.38,81.15723270440252,47.59924913042902,New Haven
Newington,2020,94,15909,8.98,22.28930817610063,72.8152843364819,Hartford
New London,2020,95,11748,22.96,57.459119496855344,21.697401992893063,New London
New Milford,2020,96,13365,4.69,11.49685534591195,74.64808573617822,Litchfield
Newtown,2020,97,12217,2.66,6.389937106918239,90.76875683207996,Fairfield
Norfolk,2020,98,730,2.9,6.993710691823899,83.7458171923943,Litchfield
North Branford,2020,99,7094,2.26,5.383647798742138,82.52074198883912,New Haven
North Canaan,2020,100,313,10.21,25.38364779874214,72.38329282895616,Litchfield
North Haven,2020,101,12391,5.96,14.691823899371068,84.83741316629703,New Haven
North Stonington,2020,102,2428,1.47,3.3962264150943393,77.00047671931394,New London
Norwalk,2020,103,43765,13.5,33.660377358490564,76.78382864599683,Fairfield
Norwich,2020,104,18946,19.35,48.37735849056604,31.0033168010295,New London
Old Lyme,2020,105,3902,1.69,3.949685534591195,90.5477282698379,New London
Old Saybrook,2020,106,5376,2.91,7.018867924528302,88.78893612646114,Middlesex
Orange,2020,107,6806,1.37,3.1446540880503147,89.84108503500241,New Haven
Oxford,2020,108,6268,1.45,3.3459119496855343,85.75165058812486,New Haven
Plainfield,2020,109,6842,12.7,31.647798742138363,39.39475674247747,Windham
Plainville,2020,110,9322,7.12,17.61006289308176,69.09871623520387,Hartford
Plymouth,2020,111,6055,7.73,19.144654088050316,64.12298920612233,Litchfield
Pomfret,2020,112,1916,2.97,7.169811320754717,79.94163133125461,Windham
Portland,2020,113,4622,8.56,21.232704402515722,80.94672506618119,Middlesex
Preston,2020,114,2265,4.31,10.540880503144653,72.32784436950577,New London
Prospect,2020,115,4717,1.78,4.176100628930818,79.94517881875576,New Haven
Putnam,2020,116,4306,12.19,30.364779874213834,39.882025814433796,Windham
Redding,2020,117,3937,0.47,0.8805031446540881,94.04772338712701,Fairfield
Ridgefield,2020,118,10226,3.05,7.371069182389936,96.27751367751819,Fairfield
Rocky Hill,2020,119,10163,5.44,13.383647798742139,83.61113520870106,Hartford
Roxbury,2020,120,994,2.06,4.880503144654088,92.39900270160875,Litchfield
Salem,2020,121,1974,2.26,5.383647798742138,81.8056832531992,New London
Salisbury,2020,122,1617,1.62,3.7735849056603774,89.19824707188248,Litchfield
Scotland,2020,123,325,4.71,11.547169811320755,65.92371874558053,Windham
Seymour,2020,124,8371,5.78,14.238993710691824,69.28637654314088,New Haven
Sharon,2020,125,987,2.03,4.805031446540879,93.76942327025338,Litchfield
Shelton,2020,126,20885,3.21,7.7735849056603765,79.97958865508093,Fairfield
Sherman,2020,127,1613,0.44,0.8050314465408805,83.94241128011626,Fairfield
Simsbury,2020,128,11420,4.9,12.025157232704403,92.94639081425852,Hartford
Somers,2020,129,4432,5.46,13.433962264150942,88.54382096844391,Tolland
Southbury,2020,130,9348,1.51,3.49685534591195,87.5432093552899,New Haven
Southington,2020,131,21589,5.54,13.635220125786162,81.48613296070462,Hartford
South Windsor,2020,132,12744,7.21,17.836477987421382,84.37566976057605,Hartford
Sprague,2020,133,1504,4.89,11.999999999999998,55.2560174159703,New London
Stafford,2020,134,5410,7.92,19.62264150943396,64.81800354669238,Tolland
Stamford,2020,135,62519,15.65,39.069182389937104,86.20840853708722,Fairfield
Sterling,2020,136,1511,2.05,4.855345911949685,52.260369100010635,Windham
Stonington,2020,137,13149,5.85,14.41509433962264,82.88544483561364,New London
Stratford,2020,138,26596,6.59,16.276729559748425,63.87147663493249,Fairfield
Suffield,2020,139,6704,6.71,16.57861635220126,88.57779338846402,Hartford
Thomaston,2020,140,3886,6.35,15.672955974842766,71.98329825754821,Litchfield
Thompson,2020,141,4315,5.08,12.477987421383647,35.37875843602609,Windham
Tolland,2020,142,6814,4.37,10.69182389937107,86.07727873751499,Tolland
Torrington,2020,143,17176,10.7,26.616352201257858,47.99796082912203,Litchfield
Trumbull,2020,144,16600,5.58,13.735849056603772,86.05685715917072,Fairfield
Union,2020,145,302,1.29,2.943396226415094,84.71428191480786,Tolland
Vernon,2020,146,15534,17.04,42.56603773584905,64.25713186516725,Tolland
Voluntown,2020,147,1270,3.99,9.735849056603774,66.80196090803048,New London
Wallingford,2020,148,22354,4.47,10.943396226415093,77.49918880149012,New Haven
Warren,2020,149,430,0.12,0.0,84.46534051219706,Litchfield
Washington,2020,150,1767,2.02,4.779874213836478,94.80661846690421,Litchfield
Waterbury,2020,151,50806,21.34,53.38364779874213,2.3594963084535436,New Haven
Waterford,2020,152,9987,4.85,11.899371069182388,78.79203318023622,New London
Watertown,2020,153,10959,5.12,12.578616352201257,76.25147770468571,Litchfield
Westbrook,2020,154,3305,5.18,12.729559748427672,84.02322184430611,Middlesex
West Hartford,2020,155,29401,8.03,19.899371069182386,89.26821160793922,Hartford
West Haven,2020,156,25721,14.84,37.031446540880495,43.38308590061627,New Haven
Weston,2020,157,3863,0.22,0.25157232704402516,97.50356757920193,Fairfield
Westport,2020,158,11348,3.72,9.056603773584905,99.413713122313,Fairfield
Wethersfield,2020,159,13923,9.52,23.647798742138363,79.94876158900372,Hartford
Willington,2020,160,2652,7.66,18.968553459119498,74.2187762623742,Tolland
Wilton,2020,161,7342,3.58,8.70440251572327,97.69168894741368,Fairfield
Winchester,2020,162,5073,10.85,26.993710691823896,55.46410048687211,Litchfield
Windham,2020,163,10080,28.66,71.79874213836477,21.467969040862954,Windham
Windsor,2020,164,15613,7.57,18.742138364779873,67.03878363990131,Hartford
Windsor Locks,2020,165,6728,12.82,31.949685534591193,58.928643367294455,Hartford
Wolcott,2020,166,7975,8.06,19.9748427672956,75.03437964740836,New Haven
Woodbridge,2020,167,3970,1.27,2.893081761006289,94.80105015470049,New Haven
Woodbury,2020,168,4737,1.99,4.70440251572327,86.82218132237604,Litchfield
Woodstock,2020,169,3857,1.56,3.6226415094339623,77.22140287103646,Windham
